labeled-data\2 Trial_330 fps\img067.png,775.0625511,988.5613947,812.9122826,978.0131089,839.5932409,979.2540837,1056.763832,1035.09795,1108.264286,1072.327194,872.4790732,969.3262852,842.6956779,1100.249127,816.0147196,1126.930085,824.0810558,1145.544707,830.2859299,1156.092993,1031.323848,1110.797413,1096.475025,1151.129094,1108.884773,1153.611044,1067.312117,1170.984691,1049.317983,1172.846153,845.7981149,1027.652101,869.3766362,1115.761312,843.9366527,1171.605178,827.1834929,1182.773951,813.53277,1189.599313,1023.257512,1043.164286,959.3473094,1097.14669,935.1483008,1168.502741,941.9736622,1179.051027,904.7444181,1162.918355,881.7863842,1167.882254
labeled-data\2 Trial_330 fps\img072.png,721.0801471,994.1457813,758.9298787,984.8384703,791.815711,986.0794451,991.6126543,1025.170151,1053.040907,1072.947681,815.3942322,974.9106719,744.6586684,1084.736942,683.2304156,1136.237396,658.4109196,1146.165195,646.6216589,1158.574943,1007.124839,1102.110589,1079.721865,1145.544707,1090.890639,1151.749581,1061.727731,1170.364203,1047.45652,1175.94859,802.3639968,1027.031614,846.4186023,1103.351564,844.5571401,1167.882254,825.9425181,1182.773951,811.6713078,1190.2198,971.1365701,1036.959412,906.6058803,1100.869614,897.2985693,1174.707615,909.0878299,1187.117363,871.2380984,1182.773951,853.8644511,1189.599313
labeled-data\2 Trial_330 fps\img095.png,467.9212872,1004.07358,502.6685817,996.6277309,535.554414,994.1457813,745.2791558,1005.314555,806.7074086,1029.513563,564.0968345,972.4287222,620.5611881,1096.526203,636.6938605,1140.580808,631.7299613,1167.882254,618.6997258,1173.46664,672.0616424,1077.291093,693.1582141,1149.267632,706.8089369,1154.231531,665.236281,1159.19543,648.4831211,1162.918355,520.042229,1046.266723,495.2227329,1124.448136,435.6559423,1179.051027,418.2822951,1179.051027,409.5954714,1188.358338,717.9777101,1029.513563,747.7611054,1104.592539,818.4966692,1126.309598,830.2859299,1130.65301,819.1171566,1159.815918,837.7317787,1174.087128
labeled-data\2 Trial_330 fps\img099.png,418.9027825,1006.555529,457.3730014,994.7662687,489.0178589,990.4228569,695.0196763,997.8687057,763.2732905,1034.477462,519.4217416,974.2901845,576.5065825,1093.423766,605.049003,1141.201296,618.6997258,1161.67738,611.8743644,1174.087128,635.4528857,1093.423766,688.8148023,1143.062758,700.6040629,1143.062758,659.031407,1161.056892,647.2421463,1164.159329,471.6442116,1045.025748,480.3310352,1123.207161,441.8608163,1174.707615,420.1437573,1181.532977,409.5954714,1185.255901,673.3026172,1012.760403,652.8265329,1090.321329,709.2908865,1111.4179,723.5620968,1111.4179,706.8089369,1140.580808,715.4957605,1153.611044
labeled-data\2 Trial_330 fps\img121.png,198.6297548,991.6638317,237.0999737,977.3926215,278.6726297,978.0131089,479.7105478,1011.519429,535.554414,1053.092084,309.6969997,961.8804364,289.8414029,1099.008152,255.0941084,1161.056892,233.3770493,1170.364203,222.2082761,1174.087128,405.2520596,1077.291093,444.9632533,1127.550573,461.0959258,1134.375934,418.2822951,1140.580808,408.974984,1152.370069,277.4316549,1041.923311,326.4501596,1095.285228,329.5525966,1142.44227,327.070647,1158.574943,343.2033194,1164.779817,451.1681274,1028.272588,436.2764297,1097.14669,493.3612707,1150.508607,510.1144305,1151.749581,456.752514,1170.984691,446.2042281,1177.189565
labeled-data\2 Trial_330 fps\img124.png,172.569284,986.0794451,214.1419399,975.5311593,250.1302092,973.6696971,460.4754384,1020.206252,515.6988171,1062.399396,289.2209155,961.259949,287.3594533,1087.839379,250.7506966,1164.159329,230.8950997,1168.502741,225.9312005,1175.94859,367.4023281,1071.086219,358.0950171,1143.683245,366.7818407,1151.129094,313.4199242,1143.683245,301.6306635,1149.267632,237.0999737,1028.272588,263.1604446,1095.285228,208.5575533,1141.201296,207.3165785,1156.713481,215.3829147,1166.020792,426.9691187,1027.031614,427.5896061,1109.556438,486.5359093,1143.062758,506.3915061,1149.267632,459.2344636,1170.984691,445.5837407,1179.051027
labeled-data\2 Trial_330 fps\img126.png,155.8161241,985.4589577,193.0453682,973.0492096,234.6180241,975.5311593,441.8608163,1018.965277,505.1505313,1057.435496,268.1243438,962.5009238,270.6062934,1075.429631,255.7145958,1159.19543,233.9975367,1169.743716,223.4492509,1175.328103,350.0286809,1077.911581,309.0765123,1146.785682,312.1789494,1157.333968,276.1906801,1154.231531,266.883369,1160.436405,211.0395029,1029.513563,210.4190155,1106.454001,148.3702753,1139.960321,137.201502,1159.815918,139.0629643,1174.707615,409.5954714,1030.134051,427.5896061,1115.140825,485.2949345,1136.857884,500.1866321,1141.821783,459.2344636,1167.882254,449.9271526,1175.94859
labeled-data\2 Trial_330 fps\img137.png,25.51376972,1010.898941,63.36350123,998.4891931,102.4542075,997.2482183,324.5886974,1001.59163,387.257925,1025.170151,136.5810146,986.6999325,189.9429312,1096.526203,232.7565619,1142.44227,235.2385115,1170.364203,222.8287635,1174.087128,266.2628816,1093.423766,306.5945627,1142.44227,318.3838234,1145.544707,273.088243,1158.574943,258.8170328,1164.779817,85.7010477,1046.266723,77.63471147,1132.514472,34.82108075,1184.635414,12.48353428,1187.737851,3.176223258,1194.563212,287.9799407,1014.001378,269.985806,1092.182791,346.3057565,1103.972051,357.4745297,1105.833514,350.0286809,1136.237396,364.9203785,1151.749581
labeled-data\2 Trial_330 fps\img140.png,,,33.58010595,991.6638317,78.87568628,990.4228569,290.4618903,1004.07358,352.5106305,1047.507698,112.382006,979.2540837,159.5390485,1086.598404,172.569284,1139.960321,200.491217,1156.713481,217.8648643,1160.436405,265.6423942,1102.110589,302.8716383,1136.857884,314.660899,1138.719346,269.985806,1161.056892,259.4375202,1166.020792,54.67667761,1045.646236,67.70691305,1118.863749,34.20059335,1182.773951,13.10402169,1190.840288,1.935248454,1200.768086,254.473621,1025.790639,218.4853517,1090.321329,276.8111675,1125.68911,291.7028651,1131.893985,267.5038564,1141.201296,253.8531336,1154.231531
labeled-data\2 Trial_330 fps\img177.png,,,,,,,35.44156815,1038.820874,108.6590816,1070.465732,,,,,,,,,,,27.99571933,1120.104724,94.38787132,1141.821783,114.2434682,1144.303733,67.70691305,1175.328103,50.9537532,1184.635414,,,,,,,,,,,,,,,,,,,,,,
labeled-data\2 Trial_330 fps\img212.png,,,,,,,,,,,,,,,,,,,,,,,22.41133271,1131.893985,41.64644217,1131.893985,45.98985398,1142.44227,60.26106422,1151.749581,,,,,,,,,,,,,,,,,,,,,,
labeled-data\2 Trial_330 fps\img281.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\2 Trial_330 fps\img313.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
